Emotions,Path
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-02-01-03-01-13.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-01-01-03-03-13.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-01-01-02-03-13.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-02-01-01-02-13.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-01-01-03-01-13.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-04-02-01-02-13.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-04-02-03-01-13.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-04-02-03-02-13.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-04-02-01-03-13.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-04-02-02-01-13.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-04-02-03-03-13.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-04-02-02-03-13.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 13/03-01-04-02-02-02-13.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-02-01-01-03-22.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-01-01-03-01-22.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-01-01-02-01-22.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-01-01-03-03-22.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-02-01-02-01-22.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-01-01-01-03-22.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-02-01-03-02-22.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-02-01-03-03-22.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-02-01-02-02-22.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-01-01-01-02-22.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-02-01-02-03-22.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-01-01-03-02-22.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-02-01-01-01-22.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-02-01-01-02-22.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-01-01-02-03-22.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-01-01-01-01-22.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-02-01-03-01-22.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-01-01-02-02-22.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-03-02-02-02-22.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-05-01-01-02-22.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-04-02-01-02-22.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-04-02-03-02-22.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-05-01-02-03-22.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-03-02-01-01-22.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-03-02-03-03-22.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-04-02-01-01-22.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-05-01-02-01-22.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-05-01-02-02-22.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-05-01-03-01-22.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-04-02-03-03-22.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-03-02-03-02-22.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-05-01-01-01-22.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-04-02-02-01-22.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-04-02-02-02-22.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-03-02-01-03-22.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-03-02-03-01-22.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-04-02-01-03-22.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-05-01-01-03-22.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-03-02-02-03-22.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-04-02-02-03-22.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-03-02-02-01-22.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-04-02-03-01-22.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-03-02-01-02-22.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-05-01-03-03-22.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 22/03-01-05-01-03-02-22.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-01-01-02-01-12.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-01-01-01-02-12.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-04-02-01-01-12.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-03-02-03-02-12.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-02-01-01-03-12.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-01-01-01-03-12.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-02-01-01-01-12.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-01-01-02-02-12.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-03-02-03-01-12.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-01-01-03-01-12.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-01-01-03-02-12.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-03-02-02-01-12.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-02-01-02-03-12.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-02-01-03-03-12.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-02-01-01-02-12.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-03-02-01-03-12.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-03-02-02-02-12.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-02-01-03-02-12.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-03-02-01-02-12.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-01-01-02-03-12.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-03-02-01-01-12.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-01-01-03-03-12.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-03-02-02-03-12.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-01-01-01-01-12.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-02-01-02-01-12.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-03-02-03-03-12.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-02-01-03-01-12.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-02-01-02-02-12.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-04-02-03-03-12.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-04-02-03-02-12.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-04-02-01-03-12.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-04-02-01-02-12.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-04-02-03-01-12.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-04-02-02-01-12.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-04-02-02-03-12.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 12/03-01-04-02-02-02-12.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-01-01-03-03-14.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-03-02-01-03-14.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-02-01-01-01-14.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-02-01-02-03-14.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-01-01-01-02-14.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-01-01-03-02-14.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-02-01-03-03-14.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-02-01-02-02-14.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-02-01-02-01-14.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-01-01-02-02-14.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-03-02-01-02-14.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-02-01-03-01-14.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-01-01-01-03-14.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-01-01-02-01-14.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-03-02-01-01-14.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-02-01-01-02-14.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-01-01-03-01-14.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-02-01-01-03-14.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-01-01-02-03-14.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-02-01-03-02-14.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-01-01-01-01-14.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-05-01-01-03-14.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-04-02-03-03-14.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-05-01-03-02-14.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-04-02-01-02-14.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-04-02-02-03-14.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-04-02-01-01-14.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-05-01-01-01-14.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-05-01-01-02-14.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-03-02-03-02-14.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-03-02-02-03-14.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-03-02-02-02-14.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-05-01-02-01-14.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-05-01-02-02-14.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-03-02-02-01-14.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-03-02-03-01-14.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-05-01-02-03-14.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-03-02-03-03-14.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-05-01-03-01-14.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-04-02-03-01-14.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-04-02-02-02-14.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-04-02-03-02-14.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-04-02-02-01-14.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-05-01-03-03-14.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 14/03-01-04-02-01-03-14.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-02-01-02-03-09.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-01-01-03-03-09.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-02-01-02-01-09.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-02-01-01-03-09.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-02-01-02-02-09.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-01-01-01-02-09.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-01-01-02-02-09.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-01-01-03-02-09.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-01-01-01-03-09.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-01-01-02-01-09.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-02-01-03-01-09.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-01-01-02-03-09.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-02-01-01-01-09.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-01-01-03-01-09.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-01-01-01-01-09.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-02-01-01-02-09.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-05-01-02-01-09.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-04-02-02-02-09.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-04-02-02-03-09.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-05-01-01-01-09.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-04-02-03-03-09.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-03-02-01-01-09.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-03-02-03-03-09.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-03-02-02-02-09.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-04-02-01-01-09.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-05-01-01-02-09.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-04-02-03-01-09.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-05-01-03-01-09.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-03-02-02-01-09.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-03-02-02-03-09.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-05-01-02-03-09.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-04-02-01-02-09.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-02-01-03-02-09.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-05-01-02-02-09.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-04-02-01-03-09.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-03-02-01-03-09.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-05-01-03-02-09.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-03-02-01-02-09.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-04-02-03-02-09.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-05-01-03-03-09.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-03-02-03-02-09.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-03-02-03-01-09.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-02-01-03-03-09.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-05-01-01-03-09.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 09/03-01-04-02-02-01-09.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-04-02-02-02-07.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-04-02-01-01-07.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-01-01-03-01-07.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-04-02-03-01-07.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-04-02-01-03-07.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-02-01-02-02-07.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-02-01-02-01-07.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-04-02-02-03-07.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-03-02-02-01-07.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-01-01-01-02-07.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-03-02-02-03-07.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-01-01-03-02-07.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-04-02-02-01-07.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-01-01-02-01-07.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-03-02-01-02-07.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-01-01-01-03-07.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-02-01-03-03-07.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-01-01-02-03-07.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-02-01-01-02-07.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-02-01-03-01-07.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-04-02-03-02-07.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-03-02-03-01-07.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-01-01-03-03-07.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-03-02-03-03-07.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-03-02-01-03-07.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-03-02-02-02-07.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-02-01-03-02-07.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-02-01-01-01-07.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-05-01-01-01-07.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-03-02-01-01-07.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-01-01-01-01-07.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-02-01-01-03-07.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-04-02-03-03-07.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-02-01-02-03-07.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-05-01-01-02-07.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-03-02-03-02-07.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-04-02-01-02-07.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-01-01-02-02-07.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-05-01-02-03-07.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-05-01-03-02-07.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-05-01-02-01-07.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-05-01-03-01-07.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-05-01-03-03-07.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-05-01-01-03-07.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 07/03-01-05-01-02-02-07.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-02-01-01-01-01.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-01-01-02-03-01.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-01-01-01-03-01.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-01-01-03-02-01.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-01-01-01-02-01.wav
happy,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-01-01-02-02-01.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-04-02-02-02-01.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-05-01-03-03-01.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-05-01-02-02-01.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-04-02-01-01-01.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-03-02-03-01-01.wav
surprise,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-04-02-01-02-01.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-05-01-01-01-01.wav
neutral,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-05-01-02-01-01.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-02-01-03-03-01.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-03-02-03-03-01.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-03-02-02-03-01.wav
angry,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-03-02-03-02-01.wav
sad,/content/drive/MyDrive/t9h6p943xy-5/BanglaSER/Actor 01/03-01-02-01-03-02-01.wav
